Year,AdminISO,AdminName,Population,Cases,Incidence
1960,MI,MICHIGAN,7834.000,35379,451.608
1960,MN,MINNESOTA,3425.000,4325,126.277
1960,MO,MISSOURI,4326.000,751,17.360
1960,MS,MISSISSIPPI,2182.000,1665,76.306
1960,MT,MONTANA,679.000,2132,313.991
1960,NC,NORTH CAROLINA,4573.000,1239,27.094
1960,ND,NORTH DAKOTA,634.000,2476,390.536
1960,NE,NEBRASKA,1417.000,210,14.820
1960,NH,NEW HAMPSHIRE,609.000,1135,186.371
1960,NJ,NEW JERSEY,6103.000,10697,175.274
1960,NM,NEW MEXICO,954.000,65,6.813
1960,NV,NEVADA,291.000,765,262.887
1960,NY,NEW YORK,16838.000,46685,277.260
1960,OH,OHIO,9734.000,18605,191.134
1960,OK,OKLAHOMA,2336.000,1208,51.712
1960,OR,OREGON,1772.000,11074,624.944
1960,PA,PENNSYLVANIA,11329.000,6767,59.732
1960,RI,RHODE ISLAND,855.000,1948,227.836
1960,SC,SOUTH CAROLINA,2392.000,1284,53.679
1960,SD,SOUTH DAKOTA,683.000,120,17.570
1960,TN,TENNESSEE,3575.000,19158,535.888
1960,TX,TEXAS,9624.000,49678,516.189
1960,UT,UTAH,900.000,4966,551.778
1960,VA,VIRGINIA,3986.000,35608,893.316
1960,VT,VERMONT,389.000,722,185.549
1960,WA,WASHINGTON,2855.000,13023,456.147
1960,WI,WISCONSIN,3962.000,43191,1090.131
1960,WV,WEST VIRGINIA,1853.000,3528,190.394
1960,WY,WYOMING,331.000,694,209.668
1961,AK,ALASKA,238.000,1002,421.008
1961,AL,ALABAMA,3316.000,2588,78.046
1961,AR,ARKANSAS,1806.000,1684,93.245
1961,AZ,ARIZONA,1407.000,7868,559.204
1961,CA,CALIFORNIA,16497.000,36853,223.392
1961,CO,COLORADO,1844.000,3879,210.358
1961,CT,CONNECTICUT,2586.000,6768,261.717
1961,DC,DISTRICT OF COLUMBIA,778.000,366,47.044
1961,DE,DELAWARE,461.000,1698,368.330
1961,FL,FLORIDA,5243.000,6695,127.694
1961,GA,GEORGIA,4015.000,413,10.286
1961,HI,HAWAII,659.000,195,29.590
1961,IA,IOWA,2756.000,5306,192.525
1961,ID,IDAHO,684.000,1927,281.725
1961,IL,ILLINOIS,10130.000,16108,159.013
1961,IN,INDIANA,4730.000,5898,124.693
1961,KS,KANSAS,2215.000,,
1961,KY,KENTUCKY,3054.000,11259,368.664
1961,LA,LOUISIANA,3287.000,41,1.247
1961,MA,MASSACHUSETTS,5219.000,21735,416.459
1961,MD,MARYLAND,3176.000,4137,130.258
1961,ME,MAINE,995.000,2777,279.095
1961,MI,MICHIGAN,7893.000,27580,349.424
1961,MN,MINNESOTA,3470.000,714,20.576
1961,MO,MISSOURI,4349.000,4441,102.115
1961,MS,MISSISSIPPI,2206.000,1520,68.903
1961,MT,MONTANA,696.000,2270,326.149
1961,NC,NORTH CAROLINA,4663.000,5162,110.701
1961,ND,NORTH DAKOTA,641.000,2814,439.002
1961,NE,NEBRASKA,1446.000,639,44.191
1961,NH,NEW HAMPSHIRE,618.000,1450,234.628
1961,NJ,NEW JERSEY,6265.000,18391,293.551
1961,NM,NEW MEXICO,965.000,20,2.073
1961,NV,NEVADA,315.000,623,197.778
1961,NY,NEW YORK,17061.000,35367,207.297
1961,OH,OHIO,9854.000,20569,208.738
1961,OK,OKLAHOMA,2380.000,598,25.126
1961,OR,OREGON,1787.000,5755,322.048
1961,PA,PENNSYLVANIA,11392.000,25758,226.106
1961,RI,RHODE ISLAND,858.000,6573,766.084
1961,SC,SOUTH CAROLINA,2409.000,3292,136.654
1961,SD,SOUTH DAKOTA,693.000,151,21.789
1961,TN,TENNESSEE,3622.000,14600,403.092
1961,TX,TEXAS,9820.000,16111,164.063
1961,UT,UTAH,936.000,1681,179.594
1961,VA,VIRGINIA,4095.000,12117,295.897
1961,VT,VERMONT,390.000,1115,285.934
1961,WA,WASHINGTON,2882.000,8685,301.353
1961,WI,WISCONSIN,4009.000,37401,932.926
1961,WV,WEST VIRGINIA,1828.000,7842,428.993
1961,WY,WYOMING,337.000,484,143.620
1962,AK,ALASKA,246.000,1406,571.545
1962,AL,ALABAMA,3323.000,2379,71.592
1962,AR,ARKANSAS,1853.000,1438,77.604
1962,AZ,ARIZONA,1471.000,6350,431.679
1962,CA,CALIFORNIA,17072.000,28140,164.831
1962,CO,COLORADO,1899.000,9001,473.986
1962,CT,CONNECTICUT,2647.000,17790,672.082
1962,DC,DISTRICT OF COLUMBIA,788.000,703,89.213
1962,DE,DELAWARE,469.000,607,129.424
1962,FL,FLORIDA,5458.000,4154,76.108
1962,GA,GEORGIA,4086.000,418,10.230
1962,HI,HAWAII,684.000,2649,387.281
1962,IA,IOWA,2750.000,10825,393.636
1962,ID,IDAHO,692.000,1620,234.104
1962,IL,ILLINOIS,10280.000,16795,163.375
1962,IN,INDIANA,4736.000,7661,161.761
1962,KS,KANSAS,2231.000,,
1962,KY,KENTUCKY,3079.000,6229,202.306
1962,LA,LOUISIANA,3345.000,230,6.876
1962,MA,MASSACHUSETTS,5263.000,26910,511.305
1962,MD,MARYLAND,3263.000,3154,96.660
1962,ME,MAINE,994.000,7137,718.008
1962,MI,MICHIGAN,7933.000,25303,318.959
1962,MN,MINNESOTA,3513.000,1667,47.452
1962,MO,MISSOURI,4357.000,1382,31.719
1962,MS,MISSISSIPPI,2243.000,2670,119.037
1962,MT,MONTANA,698.000,8246,1181.375
1962,NC,NORTH CAROLINA,4707.000,907,19.269
1962,ND,NORTH DAKOTA,637.000,3715,583.203
1962,NE,NEBRASKA,1464.000,119,8.128
1962,NH,NEW HAMPSHIRE,632.000,1034,163.608
1962,NJ,NEW JERSEY,6376.000,32528,510.163
1962,NM,NEW MEXICO,979.000,,
1962,NV,NEVADA,352.000,674,191.477
1962,NY,NEW YORK,17301.000,47224,272.955
1962,OH,OHIO,9929.000,11763,118.471
1962,OK,OKLAHOMA,2427.000,2099,86.485
1962,OR,OREGON,1818.000,13929,766.172
1962,PA,PENNSYLVANIA,11355.000,9437,83.109
1962,RI,RHODE ISLAND,871.000,3301,378.990
1962,SC,SOUTH CAROLINA,2423.000,930,38.382
1962,SD,SOUTH DAKOTA,705.000,453,64.255
1962,TN,TENNESSEE,3673.000,24474,666.322
1962,TX,TEXAS,10053.000,66915,665.622
1962,UT,UTAH,958.000,4125,430.585
1962,VA,VIRGINIA,4180.000,21666,518.321
1962,VT,VERMONT,393.000,908,231.100
1962,WA,WASHINGTON,2942.000,20714,704.079
1962,WI,WISCONSIN,4049.000,14793,365.349
1962,WV,WEST VIRGINIA,1809.000,9970,551.133
1962,WY,WYOMING,333.000,476,142.943
1963,AK,ALASKA,256.000,1849,722.266
1963,AL,ALABAMA,3358.000,1165,34.693
1963,AR,ARKANSAS,1875.000,1453,77.493
1963,AZ,ARIZONA,1521.000,8878,583.695
1963,CA,CALIFORNIA,17668.000,20028,113.357
1963,CO,COLORADO,1936.000,6298,325.310
1963,CT,CONNECTICUT,2727.000,5859,214.851
1963,DC,DISTRICT OF COLUMBIA,798.000,221,27.694
1963,DE,DELAWARE,483.000,1201,248.654
1963,FL,FLORIDA,5628.000,3754,66.702
1963,GA,GEORGIA,4172.000,200,4.794
1963,HI,HAWAII,682.000,3559,521.848
1963,IA,IOWA,2747.000,7693,280.051
1963,ID,IDAHO,683.000,3910,572.474
1963,IL,ILLINOIS,10402.000,10247,98.510
1963,IN,INDIANA,4799.000,5871,122.338
1963,KS,KANSAS,2217.000,,
1963,KY,KENTUCKY,3096.000,8819,284.851
1963,LA,LOUISIANA,3377.000,143,4.235
1963,MA,MASSACHUSETTS,5344.000,4495,84.113
1963,MD,MARYLAND,3386.000,2034,60.071
1963,ME,MAINE,993.000,482,48.540
1963,MI,MICHIGAN,8058.000,41632,516.654
1963,MN,MINNESOTA,3531.000,2710,76.749
1963,MO,MISSOURI,4392.000,2812,64.026
1963,MS,MISSISSIPPI,2244.000,671,29.902
1963,MT,MONTANA,703.000,3391,482.361
1963,NC,NORTH CAROLINA,4742.000,1449,30.557
1963,ND,NORTH DAKOTA,644.000,4366,677.950
1963,NE,NEBRASKA,1476.000,234,15.854
1963,NH,NEW HAMPSHIRE,649.000,42,6.471
1963,NJ,NEW JERSEY,6531.000,10490,160.619
1963,NM,NEW MEXICO,989.000,,
1963,NV,NEVADA,397.000,269,67.758
1963,NY,NEW YORK,17461.000,18799,107.663
1963,OH,OHIO,9986.000,14646,146.665
1963,OK,OKLAHOMA,2439.000,346,14.186
1963,OR,OREGON,1853.000,4787,258.338
1963,PA,PENNSYLVANIA,11424.000,12122,106.110
1963,RI,RHODE ISLAND,876.000,1223,139.612
1963,SC,SOUTH CAROLINA,2460.000,2356,95.772
1963,SD,SOUTH DAKOTA,708.000,89,12.571
1963,TN,TENNESSEE,3718.000,6825,183.566
1963,TX,TEXAS,10159.000,16697,164.357
1963,UT,UTAH,974.000,3080,316.222
1963,VA,VIRGINIA,4276.000,17352,405.793
1963,VT,VERMONT,397.000,685,172.521
1963,WA,WASHINGTON,2955.000,4933,166.937
1963,WI,WISCONSIN,4112.000,58107,1413.108
1963,WV,WEST VIRGINIA,1796.000,12505,696.269
1963,WY,WYOMING,336.000,329,97.917
1964,AK,ALASKA,263.000,1157,439.924
1964,AL,ALABAMA,3395.000,18118,533.667
1964,AR,ARKANSAS,1897.000,1106,58.303
1964,AZ,ARIZONA,1556.000,6310,405.527
1964,CA,CALIFORNIA,18151.000,32650,179.880
1964,CO,COLORADO,1970.000,3240,164.467
1964,CT,CONNECTICUT,2798.000,5289,189.028
1964,DC,DISTRICT OF COLUMBIA,798.000,344,43.108
1964,DE,DELAWARE,497.000,394,79.276
1964,FL,FLORIDA,5781.000,7028,121.571
1964,GA,GEORGIA,4258.000,211,4.955
1964,HI,HAWAII,700.000,862,123.143
1964,IA,IOWA,2746.000,22512,819.811
1964,ID,IDAHO,680.000,2286,336.176
1964,IL,ILLINOIS,10580.000,15801,149.348
1964,IN,INDIANA,4856.000,22281,458.834
1964,KS,KANSAS,2209.000,,
1964,KY,KENTUCKY,3129.000,15076,481.815
1964,LA,LOUISIANA,3446.000,117,3.395
1964,MA,MASSACHUSETTS,5448.000,7407,135.958
1964,MD,MARYLAND,3492.000,3125,89.490
1964,ME,MAINE,993.000,3713,373.917
1964,MI,MICHIGAN,8187.000,29023,354.501
1964,MN,MINNESOTA,3558.000,345,9.696
1964,MO,MISSOURI,4442.000,1074,24.178
1964,MS,MISSISSIPPI,2241.000,5859,261.446
1964,MT,MONTANA,706.000,4092,579.603
1964,NC,NORTH CAROLINA,4802.000,1265,26.343
1964,ND,NORTH DAKOTA,649.000,5278,813.251
1964,NE,NEBRASKA,1482.000,810,54.656
1964,NH,NEW HAMPSHIRE,663.000,893,134.691
1964,NJ,NEW JERSEY,6660.000,11744,176.336
1964,NM,NEW MEXICO,1006.000,1118,111.133
1964,NV,NEVADA,426.000,996,233.803
1964,NY,NEW YORK,17589.000,27599,156.911
1964,OH,OHIO,10080.000,19266,191.131
1964,OK,OKLAHOMA,2446.000,1038,42.437
1964,OR,OREGON,1888.000,8553,453.019
1964,PA,PENNSYLVANIA,11519.000,11736,101.884
1964,RI,RHODE ISLAND,885.000,2472,279.322
1964,SC,SOUTH CAROLINA,2475.000,4001,161.657
1964,SD,SOUTH DAKOTA,701.000,69,9.843
1964,TN,TENNESSEE,3771.000,23734,629.382
1964,TX,TEXAS,10270.000,39353,383.184
1964,UT,UTAH,978.000,2550,260.736
1964,VA,VIRGINIA,4357.000,26000,596.742
1964,VT,VERMONT,399.000,1096,274.799
1964,WA,WASHINGTON,2961.000,19978,674.704
1964,WI,WISCONSIN,4165.000,15425,370.348
1964,WV,WEST VIRGINIA,1797.000,9321,518.698
1964,WY,WYOMING,339.000,286,84.366
1965,AK,ALASKA,271.000,215,79.336
1965,AL,ALABAMA,3443.000,2346,68.138
1965,AR,ARKANSAS,1894.000,1195,63.094
1965,AZ,ARIZONA,1584.000,1593,100.568
1965,CA,CALIFORNIA,18585.000,13864,74.598
1965,CO,COLORADO,1985.000,6009,302.720
1965,CT,CONNECTICUT,2857.000,9222,322.786
1965,DC,DISTRICT OF COLUMBIA,797.000,157,19.699
1965,DE,DELAWARE,507.000,519,102.367
1965,FL,FLORIDA,5954.000,3708,62.277
1965,GA,GEORGIA,4332.000,655,15.120
1965,HI,HAWAII,704.000,4054,575.852
1965,IA,IOWA,2742.000,9309,339.497
1965,ID,IDAHO,686.000,3119,454.665
1965,IL,ILLINOIS,10693.000,4565,42.691
1965,IN,INDIANA,4922.000,2366,48.070
1965,KS,KANSAS,2206.000,,
1965,KY,KENTUCKY,3140.000,3802,121.083
1965,LA,LOUISIANA,3496.000,134,3.833
1965,MA,MASSACHUSETTS,5502.000,19505,354.507
1965,MD,MARYLAND,3600.000,1279,35.528
1965,ME,MAINE,997.000,2949,295.787
1965,MI,MICHIGAN,8357.000,28161,336.975
1965,MN,MINNESOTA,3592.000,950,26.448
1965,MO,MISSOURI,4467.000,2688,60.175
1965,MS,MISSISSIPPI,2246.000,1150,51.202
1965,MT,MONTANA,706.000,3928,556.374
1965,NC,NORTH CAROLINA,4863.000,419,8.616
1965,ND,NORTH DAKOTA,649.000,4045,623.267
1965,NE,NEBRASKA,1471.000,470,31.951
1965,NH,NEW HAMPSHIRE,676.000,372,55.030
1965,NJ,NEW JERSEY,6767.000,4140,61.179
1965,NM,NEW MEXICO,1012.000,694,68.577
1965,NV,NEVADA,444.000,225,50.676
1965,NY,NEW YORK,17734.000,9296,52.419
1965,OH,OHIO,10201.000,9277,90.942
1965,OK,OKLAHOMA,2440.000,244,10.000
1965,OR,OREGON,1937.000,3520,181.724
1965,PA,PENNSYLVANIA,11620.000,6644,57.177
1965,RI,RHODE ISLAND,893.000,3972,444.793
1965,SC,SOUTH CAROLINA,2494.000,1262,50.601
1965,SD,SOUTH DAKOTA,692.000,116,16.763
1965,TN,TENNESSEE,3798.000,9043,238.099
1965,TX,TEXAS,10378.000,29509,284.342
1965,UT,UTAH,994.000,4422,444.869
1965,VA,VIRGINIA,4411.000,15908,360.644
1965,VT,VERMONT,404.000,377,93.335
1965,WA,WASHINGTON,2967.000,7587,255.713
1965,WI,WISCONSIN,4232.000,20407,482.207
1965,WV,WEST VIRGINIA,1786.000,14872,832.699
1965,WY,WYOMING,332.000,751,226.205
1966,AK,ALASKA,271.000,641,236.531
1966,AL,ALABAMA,3464.000,1813,52.338
1966,AR,ARKANSAS,1899.000,1377,72.512
1966,AZ,ARIZONA,1614.000,5438,336.927
1966,CA,CALIFORNIA,18858.000,15197,80.586
1966,CO,COLORADO,2007.000,1445,71.998
1966,CT,CONNECTICUT,2903.000,944,32.518
1966,DC,DISTRICT OF COLUMBIA,791.000,390,49.305
1966,DE,DELAWARE,516.000,264,51.163
1966,FL,FLORIDA,6104.000,3931,64.400
1966,GA,GEORGIA,4379.000,244,5.572
1966,HI,HAWAII,710.000,145,20.423
1966,IA,IOWA,2762.000,5453,197.429
1966,ID,IDAHO,689.000,1701,246.880
1966,IL,ILLINOIS,10836.000,11521,106.322
1966,IN,INDIANA,4999.000,5817,116.363
1966,KS,KANSAS,2200.000,,
1966,KY,KENTUCKY,3147.000,4852,154.179
1966,LA,LOUISIANA,3550.000,107,3.014
1966,MA,MASSACHUSETTS,5535.000,831,15.014
1966,MD,MARYLAND,3695.000,2133,57.727
1966,ME,MAINE,999.000,297,29.730
1966,MI,MICHIGAN,8512.000,14984,176.034
1966,MN,MINNESOTA,3617.000,1683,46.530
1966,MO,MISSOURI,4523.000,568,12.558
1966,MS,MISSISSIPPI,2245.000,1280,57.016
1966,MT,MONTANA,707.000,1928,272.702
1966,NC,NORTH CAROLINA,4896.000,778,15.891
1966,ND,NORTH DAKOTA,647.000,1376,212.674
1966,NE,NEBRASKA,1456.000,169,11.607
1966,NH,NEW HAMPSHIRE,681.000,79,11.601
1966,NJ,NEW JERSEY,6851.000,2015,29.412
1966,NM,NEW MEXICO,1007.000,1272,126.316
1966,NV,NEVADA,446.000,64,14.350
1966,NY,NEW YORK,17843.000,10894,61.055
1966,OH,OHIO,10330.000,6503,62.953
1966,OK,OKLAHOMA,2454.000,620,25.265
1966,OR,OREGON,1969.000,2499,126.917
1966,PA,PENNSYLVANIA,11664.000,5499,47.145
1966,RI,RHODE ISLAND,899.000,88,9.789
1966,SC,SOUTH CAROLINA,2520.000,663,26.310
1966,SD,SOUTH DAKOTA,683.000,40,5.857
1966,TN,TENNESSEE,3822.000,12718,332.758
1966,TX,TEXAS,10492.000,25178,239.973
1966,UT,UTAH,1009.000,688,68.186
1966,VA,VIRGINIA,4456.000,3528,79.177
1966,VT,VERMONT,413.000,209,50.628
1966,WA,WASHINGTON,3057.000,5096,166.699
1966,WI,WISCONSIN,4274.000,31459,736.055
1966,WV,WEST VIRGINIA,1775.000,5564,313.465
1966,WY,WYOMING,323.000,235,72.755
1967,AK,ALASKA,278.000,148,53.237
1967,AL,ALABAMA,3458.000,1346,38.924
1967,AR,ARKANSAS,1901.000,1269,66.754
1967,AZ,ARIZONA,1646.000,1022,62.090
1967,CA,CALIFORNIA,19176.000,5260,27.430
1967,CO,COLORADO,2053.000,1635,79.640
1967,CT,CONNECTICUT,2935.000,106,3.612
1967,DC,DISTRICT OF COLUMBIA,791.000,27,3.413
1967,DE,DELAWARE,525.000,56,10.667
1967,FL,FLORIDA,6242.000,1806,28.933
1967,GA,GEORGIA,4408.000,42,0.953
1967,HI,HAWAII,723.000,177,24.481
1967,IA,IOWA,2793.000,826,29.574
1967,ID,IDAHO,688.000,413,60.029
1967,IL,ILLINOIS,10947.000,1306,11.930
1967,IN,INDIANA,5053.000,678,13.418
1967,KS,KANSAS,2197.000,97,4.415
1967,KY,KENTUCKY,3172.000,1486,46.847
1967,LA,LOUISIANA,3581.000,159,4.440
1967,MA,MASSACHUSETTS,5594.000,416,7.437
1967,MD,MARYLAND,3757.000,182,4.844
1967,ME,MAINE,1004.000,247,24.602
1967,MI,MICHIGAN,8630.000,1151,13.337
1967,MN,MINNESOTA,3659.000,137,3.744
1967,MO,MISSOURI,4539.000,340,7.491
1967,MS,MISSISSIPPI,2228.000,678,30.431
1967,MT,MONTANA,701.000,343,48.930
1967,NC,NORTH CAROLINA,4952.000,943,19.043
1967,ND,NORTH DAKOTA,626.000,896,143.131
1967,NE,NEBRASKA,1457.000,532,36.513
1967,NH,NEW HAMPSHIRE,697.000,27,3.874
1967,NJ,NEW JERSEY,6928.000,612,8.834
1967,NM,NEW MEXICO,1000.000,612,61.200
1967,NV,NEVADA,449.000,269,59.911
1967,NY,NEW YORK,17935.000,1205,6.719
1967,OH,OHIO,10414.000,1220,11.715
1967,OK,OKLAHOMA,2489.000,806,32.382
1967,OR,OREGON,1979.000,1717,86.761
1967,PA,PENNSYLVANIA,11681.000,792,6.780
1967,RI,RHODE ISLAND,909.000,62,6.821
1967,SC,SOUTH CAROLINA,2533.000,517,20.411
1967,SD,SOUTH DAKOTA,671.000,58,8.644
1967,TN,TENNESSEE,3859.000,2068,53.589
1967,TX,TEXAS,10599.000,13283,125.323
1967,UT,UTAH,1019.000,385,37.782
1967,VA,VIRGINIA,4508.000,448,9.929
1967,VT,VERMONT,423.000,220,52.041
1967,WA,WASHINGTON,3174.000,5679,178.922
1967,WI,WISCONSIN,4303.000,2131,49.524
1967,WV,WEST VIRGINIA,1769.000,1496,84.568
1967,WY,WYOMING,322.000,207,64.286
1968,AK,ALASKA,285.000,11,3.860
1968,AL,ALABAMA,3446.000,159,4.614
1968,AR,ARKANSAS,1902.000,3,0.158
1968,AZ,ARIZONA,1682.000,245,14.566
1968,CA,CALIFORNIA,19394.000,1648,8.497
1968,CO,COLORADO,2120.000,499,23.538
1968,CT,CONNECTICUT,2964.000,707,23.853
1968,DC,DISTRICT OF COLUMBIA,778.000,6,0.771
1968,DE,DELAWARE,534.000,24,4.494
1968,FL,FLORIDA,6433.000,573,8.907
1968,GA,GEORGIA,4482.000,4,0.089
1968,HI,HAWAII,734.000,37,5.041
1968,IA,IOWA,2803.000,183,6.529
1968,ID,IDAHO,695.000,21,3.022
1968,IL,ILLINOIS,10995.000,1483,13.488
1968,IN,INDIANA,5093.000,789,15.492
1968,KS,KANSAS,2216.000,21,0.948
1968,KY,KENTUCKY,3195.000,141,4.413
1968,LA,LOUISIANA,3603.000,28,0.777
1968,MA,MASSACHUSETTS,5618.000,552,9.826
1968,MD,MARYLAND,3815.000,104,2.726
1968,ME,MAINE,994.000,35,3.521
1968,MI,MICHIGAN,8696.000,351,4.036
1968,MN,MINNESOTA,3703.000,19,0.513
1968,MO,MISSOURI,4568.000,32,0.701
1968,MS,MISSISSIPPI,2219.000,241,10.861
1968,MT,MONTANA,700.000,68,9.714
1968,NC,NORTH CAROLINA,5004.000,324,6.475
1968,ND,NORTH DAKOTA,621.000,142,22.866
1968,NE,NEBRASKA,1467.000,67,4.567
1968,NH,NEW HAMPSHIRE,709.000,149,21.016
1968,NJ,NEW JERSEY,7005.000,682,9.736
1968,NM,NEW MEXICO,994.000,176,17.706
1968,NV,NEVADA,464.000,8,1.724
1968,NY,NEW YORK,18051.000,3799,21.046
1968,OH,OHIO,10516.000,334,3.176
1968,OK,OKLAHOMA,2503.000,124,4.954
1968,OR,OREGON,2004.000,614,30.639
1968,PA,PENNSYLVANIA,11741.000,295,2.513
1968,RI,RHODE ISLAND,922.000,67,7.267
1968,SC,SOUTH CAROLINA,2559.000,38,1.485
1968,SD,SOUTH DAKOTA,669.000,4,0.598
1968,TN,TENNESSEE,3878.000,65,1.676
1968,TX,TEXAS,10819.000,5146,47.564
1968,UT,UTAH,1029.000,21,2.041
1968,VA,VIRGINIA,4558.000,85,1.860
1968,VT,VERMONT,430.000,41,9.500
1968,WA,WASHINGTON,3270.000,598,18.287
1968,WI,WISCONSIN,4345.000,1384,31.853
1968,WV,WEST VIRGINIA,1763.000,362,20.533
1968,WY,WYOMING,324.000,55,16.975
1969,AK,ALASKA,296.000,20,6.757
1969,AL,ALABAMA,3440.000,12,0.349
1969,AR,ARKANSAS,1913.000,29,1.516
1969,AZ,ARIZONA,1737.000,542,31.203
1969,CA,CALIFORNIA,19711.000,898,4.556
1969,CO,COLORADO,2166.000,139,6.417
1969,CT,CONNECTICUT,3000.000,642,21.400
1969,DC,DISTRICT OF COLUMBIA,762.000,45,5.906
1969,DE,DELAWARE,540.000,506,93.704
1969,FL,FLORIDA,6641.000,611,9.200
1969,GA,GEORGIA,4551.000,2,0.044
1969,HI,HAWAII,750.000,53,7.067
1969,IA,IOWA,2805.000,279,9.947
1969,ID,IDAHO,707.000,90,12.730
1969,IL,ILLINOIS,11039.000,1120,10.146
1969,IN,INDIANA,5143.000,540,10.500
1969,KS,KANSAS,2236.000,9,0.403
1969,KY,KENTUCKY,3198.000,71,2.220
1969,LA,LOUISIANA,3619.000,124,3.426
1969,MA,MASSACHUSETTS,5650.000,371,6.566
1969,MD,MARYLAND,3868.000,99,2.559
1969,ME,MAINE,992.000,8,0.806
1969,MI,MICHIGAN,8781.000,389,4.430
1969,MN,MINNESOTA,3758.000,27,0.718
1969,MO,MISSOURI,4640.000,74,1.595
1969,MS,MISSISSIPPI,2220.000,23,1.036
1969,MT,MONTANA,694.000,119,17.147
1969,NC,NORTH CAROLINA,5031.000,373,7.414
1969,ND,NORTH DAKOTA,621.000,81,13.043
1969,NE,NEBRASKA,1474.000,661,44.844
1969,NH,NEW HAMPSHIRE,724.000,196,27.072
1969,NJ,NEW JERSEY,7095.000,955,13.460
1969,NM,NEW MEXICO,1011.000,286,28.289
1969,NV,NEVADA,480.000,1,0.208
1969,NY,NEW YORK,18105.000,5520,30.489
1969,OH,OHIO,10563.000,565,5.349
1969,OK,OKLAHOMA,2535.000,142,5.602
1969,OR,OREGON,2062.000,202,9.796
1969,PA,PENNSYLVANIA,11741.000,1251,10.655
1969,RI,RHODE ISLAND,932.000,27,2.897
1969,SC,SOUTH CAROLINA,2570.000,136,5.292
1969,SD,SOUTH DAKOTA,668.000,51,7.635
1969,TN,TENNESSEE,3897.000,19,0.488
1969,TX,TEXAS,11045.000,4957,44.880
1969,UT,UTAH,1047.000,11,1.051
1969,VA,VIRGINIA,4614.000,32,0.686
1969,VT,VERMONT,437.000,88,20.243
1969,WA,WASHINGTON,3343.000,56,1.675
1969,WI,WISCONSIN,4378.000,671,15.327
1969,WV,WEST VIRGINIA,1746.000,242,13.860
1969,WY,WYOMING,329.000,8,2.432
1970,AK,ALASKA,302.583,102,33.596
1970,AL,ALABAMA,3444.354,480,13.926
1970,AR,ARKANSAS,1923.322,32,1.673
1970,AZ,ARIZONA,1775.399,942,53.064
1970,CA,CALIFORNIA,19971.069,1913,9.579
1970,CO,COLORADO,2209.596,230,10.419
1970,CT,CONNECTICUT,3032.217,115,3.790
1970,DC,DISTRICT OF COLUMBIA,756.668,348,46.013
1970,DE,DELAWARE,548.104,260,47.458
1970,FL,FLORIDA,6791.418,1371,20.186
1970,GA,GEORGIA,4587.930,18,0.382
1970,HI,HAWAII,769.913,184,23.951
1970,IA,IOWA,2825.368,886,31.350
1970,ID,IDAHO,713.015,95,13.266
1970,IL,ILLINOIS,11110.285,3266,29.395
1970,IN,INDIANA,5195.392,284,5.463
1970,KS,KANSAS,2249.071,76,3.383
1970,KY,KENTUCKY,3220.711,1045,32.443
1970,LA,LOUISIANA,3644.637,304,8.328
1970,MA,MASSACHUSETTS,5689.170,897,15.773
1970,MD,MARYLAND,3923.897,1359,34.641
1970,ME,MAINE,993.722,412,41.462
1970,MI,MICHIGAN,8881.826,1800,20.269
1970,MN,MINNESOTA,3806.103,48,1.272
1970,MO,MISSOURI,4677.623,771,16.484
1970,MS,MISSISSIPPI,2216.994,135,6.092
1970,MT,MONTANA,694.409,111,16.038
1970,NC,NORTH CAROLINA,5084.411,990,19.468
1970,ND,NORTH DAKOTA,617.792,316,51.216
1970,NE,NEBRASKA,1485.333,777,52.306
1970,NH,NEW HAMPSHIRE,737.681,62,8.401
1970,NJ,NEW JERSEY,7171.112,1684,23.485
1970,NM,NEW MEXICO,1017.055,291,28.660
1970,NV,NEVADA,488.738,20,4.038
1970,NY,NEW YORK,18241.391,1558,8.541
1970,OH,OHIO,10657.423,4015,37.672
1970,OK,OKLAHOMA,2559.463,784,30.627
1970,OR,OREGON,2091.533,442,21.153
1970,PA,PENNSYLVANIA,11800.766,2083,17.650
1970,RI,RHODE ISLAND,949.723,108,11.421
1970,SC,SOUTH CAROLINA,2590.713,621,23.965
1970,SD,SOUTH DAKOTA,666.257,105,15.790
1970,TN,TENNESSEE,3926.018,534,13.604
1970,TX,TEXAS,11198.655,8102,72.347
1970,UT,UTAH,1059.273,38,3.542
1970,VA,VIRGINIA,4651.448,92,1.981
1970,VT,VERMONT,444.732,231,51.907
1970,WA,WASHINGTON,3413.244,671,19.666
1970,WI,WISCONSIN,4417.821,1370,31.016
1970,WV,WEST VIRGINIA,1744.237,344,19.710
1970,WY,WYOMING,332.416,11,3.233
1971,AK,ALASKA,315.510,61,19.417
1971,AL,ALABAMA,3497.076,1932,55.235
1971,AR,ARKANSAS,1972.312,432,21.896
1971,AZ,ARIZONA,1895.814,480,25.345
1971,CA,CALIFORNIA,20345.939,2831,13.913
1971,CO,COLORADO,2303.524,856,37.178
1971,CT,CONNECTICUT,3060.938,1191,38.909
1971,DC,DISTRICT OF COLUMBIA,749.781,16,2.156
1971,DE,DELAWARE,564.708,41,7.331
1971,FL,FLORIDA,7158.304,2207,30.833
1971,GA,GEORGIA,4711.550,1112,23.599
1971,HI,HAWAII,801.644,473,59.034
1971,IA,IOWA,2851.705,2704,94.816
1971,ID,IDAHO,738.753,265,35.900
1971,IL,ILLINOIS,11202.397,3254,29.044
